"title","link","category","starttime","endtime","location","chairs","session_text"
"Tremaine FoundationBest Practices: Teaching Best Practices to Artists","http://conference.collegeart.org/programs/tremaine-foundationbest-practices-teaching-best-practices-to-artists/","ARTspace",2015-02-13 17:30:00,2015-02-13 19:00:00,"2nd Floor, Murray Hill Suite","Heather Pontonio, Tremaine Foundation",""
"Tremaine FoundationBest Practices: Teaching Best Practices to Artists","http://conference.collegeart.org/programs/best-practices-teaching-best-practices-to-artists/","Sessions",2015-02-13 17:30:00,2015-02-13 19:00:00,"Hilton New York, 2nd Floor, Murray Hill Suite","Heather Pontonio, Tremaine Foundation",""
"Critical Craft Forum Curating and Craft: What Happens Now?","http://conference.collegeart.org/programs/critical-craft-forum-curating-and-craft-what-happens-now/","Sessions",2015-02-13 17:30:00,2015-02-13 19:00:00,"Hilton New York, 2nd Floor, Sutton Parlor South","Namita Gupta Wiggers, Critical Craft Forum and independent scholar",""
"University of Texas at Austin, Department of Art and Art History","http://conference.collegeart.org/programs/university-of-texas-at-austin-department-of-art-and-art-history/","Receptions",2015-02-13 17:30:00,2015-02-13 19:00:00,"Hilton New York, 4th Floor, Green Room",NA,""
"Historians of Islamic Art Association Business Meeting","http://conference.collegeart.org/programs/historians-of-islamic-art-association-business-meeting/","Meetings",2015-02-13 17:30:00,2015-02-13 19:00:00,"Hilton New York, 2nd Floor, Morgan Suite",NA,""
"Columbia University, Department of Art History and Archaeology","http://conference.collegeart.org/programs/columbia-university-department-of-art-history-and-archaeology/","Receptions",2015-02-13 17:30:00,2015-02-13 19:00:00,"Stronach Center, 8th Floor, 825 Schermerhorn Hall",NA,""
"Leonardo Education and Art Forum Business Meeting","http://conference.collegeart.org/programs/leonardo-education-and-art-forum-business-meeting/","Meetings",2015-02-13 17:30:00,2015-02-13 19:00:00,"Hilton New York, 2nd Floor, Sutton Parlor North",NA,""
"Public Art Dialogue Awards Ceremony","http://conference.collegeart.org/programs/public-art-dialogue-awards-ceremony/","Sessions",2015-02-13 17:30:00,2015-02-13 19:00:00,"Hilton New York, 3rd Floor, Mercury Ballroom",NA,"The 2015 PAD Award, in recognition of his longstanding contributions to the field of public art, will be awarded to Tom Finkelpearl, Commissioner, New York City Department of Cultural Affairs."
"CAA Annual Members’ Business Meeting and Reception","http://conference.collegeart.org/programs/caa-annual-business-meeting-and-reception/","Sessions",2015-02-13 17:30:00,2015-02-13 19:00:00,"Hilton New York, 3rd Floor, Rendezvous Trianon",NA,""
"Vermont College of Fine Arts","http://conference.collegeart.org/programs/vermont-college-of-fine-arts/","Receptions",2015-02-13 17:30:00,2015-02-13 19:00:00,"Sheraton New York Times Square, 2nd Floor, Empire Ballroom West",NA,""
"Society of Historians of East European, Eurasian, and Russian Art and Architecture Business Meeting","http://conference.collegeart.org/programs/society-of-historians-of-east-european-eurasian-and-russian-art-and-architecture-business-meeting/","Meetings",2015-02-13 17:30:00,2015-02-13 19:00:00,"Hilton New York, 2nd Floor, Regent Parlor",NA,""
"Institute for Doctoral Studies in the Visual Arts","http://conference.collegeart.org/programs/institute-for-doctoral-studies-in-the-visual-arts/","Receptions",2015-02-13 17:30:00,2015-02-13 19:00:00,"Hilton New York, 4th Floor, East Suite",NA,""
"Japan Art History Forum Business Meeting","http://conference.collegeart.org/programs/japan-art-history-forum-business-meeting/","Meetings",2015-02-13 17:30:00,2015-02-13 19:00:00,"Hilton New York, 2nd Floor, Beekman Parlor",NA,""
"The University of Chicago Department of Art History","http://conference.collegeart.org/programs/the-university-of-chicago-department-of-art-history/","Receptions",2015-02-13 17:30:00,2015-02-13 19:00:00,NA,NA,"Russian Samovar; 256 West 52nd Street; For additional information, contact: Joyce Kuechler, jkuechler@uchicago.edu"
"Maryland Institute College of Arts","http://conference.collegeart.org/programs/maryland-institute-college-of-arts/","Receptions",2015-02-13 17:30:00,2015-02-13 19:00:00,"Hilton New York, 4th Floor, Lincoln Suite",NA,""
"American Society for Hispanic Art Historical Studies Business Meeting","http://conference.collegeart.org/programs/american-society-for-hispanic-art-historical-studies-business-meeting/","Meetings",2015-02-13 17:30:00,2015-02-13 19:00:00,"Hilton New York, 2nd Floor, Madison Suite",NA,""
"Historians of German and Central European Art and Architecture Business Meeting","http://conference.collegeart.org/programs/historians-of-german-and-central-european-art-and-architecture-business-meeting/","Meetings",2015-02-13 17:30:00,2015-02-13 19:00:00,"Hilton New York, 2nd Floor, Nassau Suite",NA,""
"Diasporic Asian Art Network Business Meeting","http://conference.collegeart.org/programs/diasporic-asian-art-network-business-meeting/","Meetings",2015-02-13 17:30:00,2015-02-13 19:00:00,"Hilton New York, 2nd Floor, Bryant Suite",NA,""
"The Metropolitan Museum of Arts, Former Fellows Reception","http://conference.collegeart.org/programs/the-metropolitan-museum-of-arts-former-fellows-reception/","Receptions",2015-02-13 17:30:00,2015-02-13 19:00:00,NA,NA,"1000 Fifth Avenue"
"Pennsylvania Academy of the Arts","http://conference.collegeart.org/programs/pennsylvania-academy-of-the-arts/","Receptions",2015-02-13 17:30:00,2015-02-13 19:00:00,"Hilton New York, 4th Floor, New York Suite",NA,""
"Special Viewing HoursNew-York Historical Society","http://conference.collegeart.org/programs/special-viewing-hoursnew-york-historical-society/","Events",2015-02-13 18:00:00,2015-02-13 19:00:00,"170 Central Park West",NA,"On view: Chinese in America; Annie Leibovitz; and Civil Rights; Directions: Take the B or C train to 81st Street. The Historical Society is located at 77th Street."
"International Center of Medieval Art Annual Meeting","http://conference.collegeart.org/programs/international-center-of-medieval-art-annual-meeting/","Receptions",2015-02-13 18:00:00,2015-02-13 21:00:00,NA,NA,"The Metropolitan Museum of Art; 1000 Fifth Avenue, Uris Center, Art Study Room; For information, contact: Ryan Frisinger ICMA Operation Administrator: 212-928-1146, ryan@medievalart.org, or Nancy Sevcenko, ICMA President, 610-246-1572, nsevcenkoo8@gmail.com"
"Opening ReceptionLeslie-Lohman Museum of Gay and Lesbian Art","http://conference.collegeart.org/programs/opening-receptionleslie-lohman-museum-of-gay-and-lesbian-art/","Events",2015-02-13 18:00:00,2015-02-13 20:00:00,"Leslie-Lohman Museum of Gay and Lesbian Art, 26 Wooster Street",NA,"On view: Irreverent; Curated by Jennifer Tyburczy, Irreverent is inspired by the censorship of works of art by artists such as Robert Mapplethorpe, David Wojnarowicz and others. It will explain how sexuality has been, and continues to be, used as a tool to censor LGBTQ cultural artwork. The exhibition will include work excluded due to issues of immigration, religion, race, gender, disability, and politics.; Directions: From the Hilton, take the A, C, or E train to the Canal Street stop. The museum is located between Grand Street and Canal Street, about one block east of the subway stop."
"NYU Institute of Fine Arts","http://conference.collegeart.org/programs/nyu-institute-of-fine-arts/","Receptions",2015-02-13 18:00:00,2015-02-13 20:00:00,"One East 78th Street",NA,""
"DIY Education Experiments: Artist-Run Education or Education as Art? Part II","http://conference.collegeart.org/programs/diy-education-experiments-artist-run-education-or-education-as-art-part-ii/","Sessions",2015-02-13 18:30:00,2015-02-13 21:00:00,"The Graduate Center, Martin E. Segal Theatre Center, 365 Fifth Avenue","Michael Mandiberg, College of Staten Island, City University of New York","Earlier Outliers: Experimental Education as Art ca. 1970; Hallie Scott, The Graduate Center, City University of New York; What Is a Work of Art in the Age of $120,000 Art Degrees?; BFAMFAP;  (Susan Jahoda, University of Massachusetts; Blair Murphy, independent scholar; Caroline Woolard, independent artist); The Subversive Synergy of Socially Engaged Art Pedagogy and Practices; Beverly E. Naidus, University of Washington Tacoma; What I Do on Summer Vacation; Gregory Sale, Arizona State University; The Art School in The Art School; Joanna Spitzner, Syracuse University"
"Molecular Cuisine: The Politics of Taste Dinner","http://conference.collegeart.org/programs/molecular-cuisine-the-politics-of-taste-dinner/","Events",2015-02-13 20:00:00,2015-02-13 22:00:00,NA,NA,"Sponsored by Leonardo Education and Art Forum (LEAF); To register and for location info, contact Suzanne Anker, suzanne.anker@gmail.com or 212-592-2510.; There will be limited registration."
"North American Association for the History of PhotographyBusiness Meeting","http://conference.collegeart.org/programs/north-american-association-for-the-history-of-photographybusiness-meeting/","Meetings",2015-02-14 07:30:00,2015-02-14 09:00:00,"Hilton New York, 2nd Floor, Bryant Suite",NA,""
"University of Pennsylvania, History of Art Department","http://conference.collegeart.org/programs/university-of-pennsylvania-history-of-art-department/","Receptions",2015-02-14 07:30:00,2015-02-14 09:00:00,"Hilton New York, 4th Floor, Midtown Suite",NA,""
"The Feminist Art ProjectCollective Creativity: Collaboration and Collectives in Feminist Art Practice","http://conference.collegeart.org/programs/the-feminist-art-projectcollective-creativity-collaboration-and-collectives-in-feminist-art-practice/","Events",2015-02-14 09:00:00,2015-02-14 17:00:00,"Museum of Arts and Design, 2 Columbus Circle","Kalliopi Minoudaki, independent art historian","Organizers: Damali Abrams, independent artist; Jenn Dierdorf, independent artist; Kathleen Wentrack, Queensborough Community College, City University of New York; 9:00-9:10 AMWelcome and Introductory Remarks; 9:10-10:20 AMCollaboration and Collectivity: The Past or Future of Feminist Exhibition Makin; anelists: Doris Caçoilo, gaia studio; Lauren Denitzio and Kate Wadkins, For the Birds; Maura Reilly, University of Sidney; Ridykeulous; 10:30-11:30 AMA Community of M/E/A/N/I/N/GChairs: Susan Bee, Pratt Institute and University of Pennsylvania; and Mira Schor, Parsons, The New School for Design; Participants: Joyce Kozloff, independent artist; Sheila Pepe, Pratt Institute; Kara Rooney, independent artist and The Brooklyn Rail; Alexandria Smith, independent artist; 11:40am-12:50 PMGatecrashing: Feminist Collaboration and Institutional Interventio; hairs: Kat Griefen, Institute of Women and Art, Rutgers, The State University of New Jersey; and Meredith Brown, The Metropolitan Museum of Ar; anelists: A. K. Burns, independent artist; Lisa J. Watt, Tribal Museum Planners & Consultants; Jorge Daniel Veneciano, El Museo del Barrio; 1:35-2:45 PMWhen the Personal Becomes Political: Creative Activism/Collective Intention; hair: Nina Felshin, independent curator; Panelists: Prerana Reddy, Visible Collective and Queens Museum of Art; Mona Eldahry, Arab Women Active in the Arts and Media; Dread Scott, Postcode Criminals; 2:55-4:05 PMPower, Collaboration, and Lie; hair: Katherine Behar, Baruch College, City University of New York; Panelists: Stephanie Rothenberg, University at Buffalo, State University of New York; Jeff Crouse, Odd Division/NEW INC and The New Museum; Larisa Mann, New York University; Sydette Harry, Body Ecology Performance Ensemble; Liz Flyntz, Smack Mellon/Extracurricular; 4:15-4:25 PMCall for Collaborator; erformance by J. R. Uretsky and Xander Marro, The Dirt Palace; 4:30-5:30 PMCol; Ctive N; : Artists on the Collective Presen; hair: Dalida María Benfield, Vermont College of Fine Arts and Harvard University; Artist Participants: Salome Chasnoff; Celia Herrera-Rodriguez; Jessica Resmond, MEI Collective; Davida Ingram; Beatriz Santiago-Muñoz; Robert Sember, Ultra-Red"
"Global Perspectives on the Museum","http://conference.collegeart.org/programs/global-perspectives-on-the-museumchair-elizabeth-rodini-johns-hopkins-university-colonial-national-and-global-museum-discourses-in-india-and-guatemala-a-comparative-case-study-cassandra-mesick/","Sessions",2015-02-14 09:30:00,2015-02-14 12:00:00,"Hilton New York, 2nd Floor, Sutton Parlor Center","Elizabeth Rodini, Johns Hopkins University","Colonial, National, and Global Museum Discourses in India and Guatemala: A Comparative Case Study; Cassandra Mesick, Spencer Museum of Art, University of Kansas; Celka Straughn, Spencer Museum of Art, University of Kansas; Art, Democracy, and Turkey’s First Private Galleries in the 1950s; Sarah-Neel Smith, University of California, Los Angeles; In and Out of Teleology: Museums and Mediterranean Modernities; Eva Maria Troelenberg, Kunsthistorische Institute in Florenz–Max Planck Institute; When Rhetoric Matters: Modern Art Museums in the Global Context; Irene Campolmi, Aarhus University and Louisiana Museum of Modern Art; Re-generating Pacific Cultural Identity through Material Culture; Lisa Edwina Hilli, RMIT University"
"American Council for Southern Asian Art Art Lovers and Literaturewallahs: Communities of Image and Text in South and Southeast Asia","http://conference.collegeart.org/programs/american-council-for-southern-asian-art-art-lovers-and-literaturewallahs-communities-of-image-and-text-in-south-and-southeast-asia/","Sessions",2015-02-14 09:30:00,2015-02-14 12:00:00,"Hilton New York, 3rd Floor, Rendezvous Trianon","Sonal Khullar, University of Washington","Painters and Purveyors in Early Modern Gujarat; Nachiket Chanchani, University of Michigan; Making Pleasure Worlds, Enchanting Courtly Publics: Rethinking Eighteenth-Century Images of Lake Palaces of Udaipur; Dipti Khera, New York University; Calligraphic Abstraction and Literature; Iftikhar Dadi, Cornell University; Levels of Textuality and the Production of Critique: Manifesto, Image, and Text in Southeast Asian Art in the 1970s; Patrick D. Flores, University of the Philippines; Text, Image, Performance, Politics: Sahmat as a Community of Secular Practice; Karin J. Zitzewitz, Michigan State University"
"The Material Imagination: Critical Inquiry into Performance and Display of Medieval Art","http://conference.collegeart.org/programs/the-material-imagination-critical-inquiry-into-performance-and-display-of-medieval-art/","Sessions",2015-02-14 09:30:00,2015-02-14 12:00:00,"Hilton New York, 2nd Floor, Gramercy B","Elina Gertsman, Case Western Reserve University; Bissera V. Pentcheva, Stanford University","A Phenomenology of Discordancy in the Mshattā Façade: Staging Umayyad Architecture from Jordan to Berlin; Theodore Stephen Van Loan, University of Pennsylvania; The Medieval Church as a Gesamtkunstwerk, Then and Now: Perspectives from the Church of St. Kunibert in Cologne; Adam R. Stead, University of Western Ontario; Transforming Jacob’s Stone: The Greater Melk Portable Altar and Its Matter in Context; Ravinder Binning, Stanford University; Exhibiting Byzantium; Maria Vassilaki, University of Thessaly; Sensual Encounters: Some Thoughts on the Display of Medieval Art; Martina Bagnoli, Walters Art Museum"
"Media Lounge Workshop: Beyond Faxes with Clip Art: Connective Technology and Art-making","http://conference.collegeart.org/programs/media-lounge-workshop-beyond-faxes-with-clip-art-connective-technology-and-art-making/","ARTspace",2015-02-14 09:30:00,2015-02-14 11:00:00,"New York Hilton, 2nd Floor, Gibson Room",NA,"This hands-on workshop will move beyond social media as a simple broadcast media for artists and examine how technologically-engaged creation and collaboration can enhance, enable, and disrupt established models for art-making practice and interaction. In this workshop, participants will use open source and/or free tools to connect with artists and create works, discussing relevant issues in practice and pedagogy.; Facilitation: David Hart (MA, Art and Art Education, Teacher’s College, Columbia University) is a producer, writer, and educator with an emphasis in the museum field. David has taught in after-school settings, corporate workshops, museum programs (in-person and virtually), and in undergraduate and graduate programs. He worked in the Education and Digital Media departments at the Museum of Modern Art and currently works as a producer for Acoustiguide, partnering with museums such as the Guggenheim, The New York Botanical Garden, the Getty, and many more."
"Arts Council of the African Studies Association African Art and Economics in Urban Spaces","http://conference.collegeart.org/programs/arts-council-of-the-african-studies-association-african-art-and-economics-in-urban-spaces/","Sessions",2015-02-14 09:30:00,2015-02-14 12:00:00,"Hilton New York, 2nd Floor, Bryant Suite","Jordan Fenton, Ferris State University","Playing Around with Money: Money as a Contemporary Artistic Medium in African Cities; Fiona Siegenthaler, University of Basel; The Rise of New Media in Contemporary African Art and Related Economic Conditions and Ingenuity; Lara Koseff, Goodman Gallery; Competition, Cooperation, and Creativity: The Political Economy of Workshops and Workshop Styles in Bamenda, Cameroon; Till Förster, University of Basel; The Influence of Money on Culture in the Urban Art of Kumasi; Eric Appau Asante, Kwame Nkrumah University of Science and Technology"
"Solid as a Rock? African American Sculptural Traditions and Practices","http://conference.collegeart.org/programs/solid-as-a-rock-african-american-sculptural-traditions-and-practices/","Sessions",2015-02-14 09:30:00,2015-02-14 12:00:00,"Hilton New York, 2nd Floor, Sutton Parlor South","James Smalls, University of Maryland, Baltimore County","Competing Ideologies in Augusta Savage’s Sculpture; Theresa A. Leininger-Miller, Association of Historians of American Art; “Uncontrollable Beauty”: Fred Wilson’s Murano Glass Chandeliers; Adrienne L. Childs, Harvard University; Joyce Scott and the Sculptural Grotesque; Phoebe E. Wolfskill, Indiana University; Skin as Solid: The “Self” in Martin Puryear’s Sculpture; Jessica Maxwell, independent scholar"
"The Philosophy and Forms of Handmade Pottery","http://conference.collegeart.org/programs/the-philosophy-and-forms-of-handmade-pottery/","Sessions",2015-02-14 09:30:00,2015-02-14 12:00:00,"Hilton New York, 3rd Floor, Mercury Ballroom","Janet Koplos, Art in America","Philosophy vs. Economics in Twenty-First-Century American Studio Pottery; Dandee Pattee, independent artist; Technique, Materiality, Tactile Response, and the Utilitarianist Agenda; Stephen S. Robison, National Council on Education for the Ceramic Arts; Studio Pottery and the Evolution of American Mingei in a Twenty-First-Century Context; James Herring, Patricia and Phillip Frost Museum of Science; Centering Between Systems and Spirit: M. C. Richards, Karen Karnes, and Paulus Berensohn; Sarah J. Warren, Purchase College, State University of New York; Looking at a Thing Meant to Be Held: Reading the Functional Ceramics of Kirk Mangus; Rose Bouthillier, Museum of Contemporary Art Cleveland"
"New Genealogies of American Modernism at Midcentury, Part I","http://conference.collegeart.org/programs/new-genealogies-of-american-modernism-at-midcentury-part-i/","Sessions",2015-02-14 09:30:00,2015-02-14 12:00:00,"Hilton New York, 3rd Floor, East Ballroom","Angela Miller, Washington University in St. Louis; Jody Patterson, Plymouth University","Formal Unity: Black Abstractionists and the Dream of a Universal Art; John W. Ott, James Madison University; Odd Men Out: Pavel Tchelitchew, Paul Cadmus, and Queer New York at Midcentury; Tatsiana Zhurauliova, University of Chicago; The Mural in the Gallery: Wall Paintings between Public Space and Private Market; Emily S. Warner, University of Pennsylvania; Magic Act: Pollock, Faulkner, and Desegregation; Alexander M. Nemerov, Stanford University"
"Society of Historians of East European, Eurasian, and Russian Art and Architecture Reconsidering Art and Politics: Towards New Narratives of Russian and Eastern European Art, Part I","http://conference.collegeart.org/programs/society-of-historians-of-east-european-eurasian-and-russian-art-and-architecture-reconsidering-art-and-politics-towards-new-narratives-of-russian-and-eastern-european-art-part-i/","Sessions",2015-02-14 09:30:00,2015-02-14 12:00:00,"Hilton New York, 2nd Floor, Beekman Parlor","Galina Mardilovich, independent scholar; Maria Taroutina, Yale-NUS College","Family Portraits: The Argunovs and Dynastic Unease; Alexandra Morris Helprin; Between Glorification and Discontent: Vereshchagin’s Orientalism; Evgeny Steiner, SOAS, University of London and National Research University Higher School of Economics, Moscow; The Partial Art of Stalinism; Aglaya K. Glebova, University of California, Berkeley; A Socialist Neo-Avant-Garde: Vjenceslav Richter and EXAT-51; Nikolas Drosos, The Graduate Center, City University of New York; Estonian Sots Art! Playful Appropriation of Soviet Modernity in the Early Work of Raul Rajangu; Liisa Kaljula, Art Museum of Estonia"
"Complicating the Picture: Intersections of Photography with Printmaking since 1990","http://conference.collegeart.org/programs/complicating-the-picture-intersections-of-photography-with-printmaking-since-1990/","Sessions",2015-02-14 09:30:00,2015-02-14 12:00:00,"Hilton New York, 2nd Floor, Sutton Parlor North","Jimin Lee, University of California, Santa Cruz; Ruth Pelzer-Montada, Edinburgh College of Art","Print Surface: CMYK and After; Jeffrey Rosen, Higher Learning Commission; Shape Shifting; Jo Stockham, Royal College of Art; Reconnecting Photography and Print: Surface and the Object; Paul Ogier, independent artist; The Idea of Projection: The Spatiality of Print in Relation to and Difference from the Photograph; Päivikki Kallio; Photo/Im/Print: Likeness through Contact?; Ruth Pelzer-Montada, Edinburgh College of Art"
"Contemporary Art of Central America and its Diaspora","http://conference.collegeart.org/programs/contemporary-art-of-central-america-and-its-diaspora/","Sessions",2015-02-14 09:30:00,2015-02-14 12:00:00,"Hilton New York, 2nd Floor, Regent Parlor","Kency Cornejo, The University of New Mexico; Tatiana Reinoza, University of Texas at Austin","Operative Fictions: Rethinking Art Practices from Central America; María Paola Malavasi, TEOR/éTica; Restaging Invisible Violence in the Diaspora; Tatiana Reinoza, University of Texas at Austin; Lucy Argueta’s Merma: Stirring the Ghosts of History; Gustavo Larach, University of New Mexico; To Think the Impossible: Radical Indigenous Contemporary Art; Pablo Jose Ramirez De Leon, independent scholar; Femicide and Feminisms in Contemporary Art of Central America; Kency Cornejo, The University of New Mexico"
"The Art of the Deal: Dealers and the Global Art Market from 1860 to 1940, Part I","http://conference.collegeart.org/programs/the-art-of-the-deal-dealers-and-the-global-art-market-from-1860-to-1940-part-i/","Sessions",2015-02-14 09:30:00,2015-02-14 12:00:00,"Hilton New York, 2nd Floor, Gramercy A","Lynn Catterson, Columbia University; Charlotte Vignon, The Frick Collection","The Innocent Deal: Francesca Alexander in Florence, Boston, and Oxford; Jacqueline Marie Musacchio, Wellesley College; “A Public-Spirited Merchant”: Samuel P. Avery, Art Dealer, Advisor, Philanthropist; Leanne M. Zalewski, Randolph College; Promoting the Taste for French Modern Art among American Collectors During the Interwar Period: J. Seligmann & Co., Bernheim Jeune, and César de Hauke. New York, 1926–1940; Sebastien Chauffour; Public Relations, Private Deals: Mary Cassatt and the Market for Impressionism; Laura D. Corey, Institute of Fine Arts, New York University; Dealing with Cubism: Daniel-Henry Kahnweiler’s Perilous Internationalism; Fay B. Brauer, The University of New South Wales"
"Should You Stay or Should You Go? Discussing the Debt to Asset Ratio of the MFA","http://conference.collegeart.org/programs/should-you-stay-or-should-you-go-discussing-the-debt-to-asset-ratio-of-the-mfa/","Sessions",2015-02-14 09:30:00,2015-02-14 12:00:00,"Hilton New York, 3rd Floor, Petit Trianon","Leah Modigliani, Tyler School of Art, Temple University; Stephanie Syjuco, University of California, Berkeley","Numbers Alone Do Not Tell the Whole Story, but They Do Say Something; Morgan T. Paine, Florida Gulf Coast University; Investing in Failure: The Curious Relationship between Higher Education and Sales of Artworks; Michael Maranda, Art Gallery of York University; All Together Now: The Real Question Is How Should We Pay for It?; Troy Richards, University of Delaware; Creative Transition: What Might the Twenty-First-Century Art School Become?; Edwina Fitzpatrick; The Future Is Self-Organized: Alternatives to the Traditional MFA; Sarrita Hunn, independent artist"
"The Talisman: A Critical Genealogy, Part I","http://conference.collegeart.org/programs/the-talisman-a-critical-genealogy-part-i/","Sessions",2015-02-14 09:30:00,2015-02-14 12:00:00,"Hilton New York, 3rd Floor, West Ballroom","Benjamin Anderson, Cornell University; Yael R. Rice, Amherst College","In Color: The Mamluk Talismanic Scrolls; Yasmine F. Al-Saleh, independent scholar; The Serpent Column Revisited; Andrew Griebeler; Building Decorum: Talismanic Architectonics and the Troubling of Realities; Donald Preziosi, University of California, Los Angeles; Bolsas de Mandinga and the Art of Survival in the African-Portuguese World; Matthew Francis Rarey, University of Wisconsin–Milwaukee; Discussant: Persis Berlekamp, University of Chicago"
"Distance Making? Studio Pedagogy Online and Offline","http://conference.collegeart.org/programs/distance-making-studio-pedagogy-online-and-offline/","Sessions",2015-02-14 09:30:00,2015-02-14 12:00:00,"Hilton New York, 2nd Floor, Morgan Suite","Deborah Bright, Pratt Institute","Visual Conversations: Virtual Cross-Cultural Engagement in Visual Art Education; Joan M. Kelly, Women in Real-Time; Studio Technique: Blended Curriculum Design and Implementation in Art Foundations; Kerry M. St. Laurent, independent artist; A Few Attempts to Harness the Power of Longing and Insatiable Desire; Daniel Peltz, Rhode Island School of Design; Practicing Presence: Developing Meaningful Dialogue over Space and Time; Ruth Wallen, Goddard College; What Is Possible? The Challenges of Teaching Studio Art Online; Elizabeth J. Schneider, Arizona State University"
"Photography and Failure: Examining the Histories and Historiography of a Medium","http://conference.collegeart.org/programs/photography-and-failure-examining-the-histories-and-historiography-of-a-medium/","Sessions",2015-02-14 09:30:00,2015-02-14 12:00:00,"Hilton New York, 2nd Floor, Nassau Suite","Kris Belden-Adams, University of Mississippi","Charles Nègre, Photographic Authorship, and the Death of Emulation; Jacob W. Lewis, Northwestern University; Exile and Erasure: Forgetting Ilse Bing; Donna West Brett, University of Sydney; “Nothing Worthy of Notice?”: The Daguerreian Gallery of T. P. and D. C. Collins in Philadelphia; Anne A. Verplanck, Winterthur Museum; Looking Back on Rodchenko; Todd Cronan, Emory University; Crimes Seen and Unseen: Fantasies and Failures of Photographic Truth in Joel Sternfeld’s On This Site and Trevor Paglen’s Black Sites; Catherine Zuromskis, University of New Mexico"
"Comic Modern","http://conference.collegeart.org/programs/comic-modern/","Sessions",2015-02-14 09:30:00,2015-02-14 12:00:00,"Hilton New York, 2nd Floor, Trianon Ballroom","Margaret Werth, University of Delaware; Heather Campbell Coyle, Delaware Art Museum","No Joke! Art and the Comic in France; Patricia Mainardi, The Graduate Center, City University of New York; Daumier’s Money Pictures; Jordan M. Rose, University of California, Berkeley; Caricature and Comic Spectacle at the Paris Salon (1857–1880); Julia Louise Langbein, Oxford University; Futurist Play: Poetry, Performance, and Parody, 1908–1915; Lindsay Waggoner Riordan, Yale University; Holy Kats! Ad Reinhardt, George Herriman, and the Newsy Roots of a Hybrid Midcentury Comic Practice; Jason E. Hill, New-York Historical Society"
"Towards a Better Future: Art, Activism, Ideas, and Opportunities beyond the Studio, Part I","http://conference.collegeart.org/programs/towards-a-better-future-art-activism-ideas-and-opportunities-beyond-the-studio-part-i-2/","ARTspace Session",2015-02-14 10:00:00,2015-02-14 11:30:00,"Hilton New York, 2nd Floor, Madison Suite","David Brown, Fine Art Museum, Western Carolina University; Everlena-Zoe Charlton, American University","Jules Rochelle, Social Practices Art Network; Sarah Grant, Eyebeam; Natalie Jeremijenko, ; esign; Wendy De; hene, Plan; ot Genetics; Jeff Schmuki, Plan; ot Genetics"
"Towards a Better Future: Art, Activism, Ideas, and Opportunities beyond the Studio, Part I","http://conference.collegeart.org/programs/towards-a-better-future-art-activism-ideas-and-opportunities-beyond-the-studio-part-i/","ARTspace",2015-02-14 10:00:00,2015-02-14 11:30:00,"2nd Floor, Murray Hill Suite","David Brown, Fine Art Museum, Western Carolina University","Co-Chair: Everlena-Zoe Charlton, American University; Panelists; Jules Rochelle, Social Practices Art Network; Sarah Grant, Eyebeam; Natalie Jeremijenko, ; esign; Wendy De; hene, Plan; ot Genetics; Jeff Schmuki, Plan; ot Genetics"
"Brown Bag Lunch: Teaching Portfolios","http://conference.collegeart.org/programs/brown-bag-lunch-teaching-portfolios/","Student & Emerging Professionals",2015-02-14 10:30:00,2015-02-14 11:30:00,NA,NA,"Cosponsored by the Education Committee"
"Doing Digital Art History","http://conference.collegeart.org/programs/doing-digital-art-history/","Sessions",2015-02-14 10:30:00,2015-02-14 12:00:00,"Hilton New York, Concourse Level, Concourse G","Anne Goodyear, Bowdoin College; Anne L. Helmreich, Getty Foundation; Paul B. Jaskot, DePaul University",""
"Media Lounge Video Screenings: Programs 1 and 2","http://conference.collegeart.org/programs/media-lounge-video-screenings-programs-1-and-2-4/","ARTspace",2015-02-14 11:30:00,2015-02-14 16:00:00,"New York Hilton, 2nd Floor, Gibson Room",NA,"PROGRAM 1:; Mobile Strategies Replace Finished Recipes, or in the Words of Gilles Deleuze, “Amid Things but in the Center of Nothing”; A program of videos that explore reenactments of the mundane, exhilarating and bizarre normalcies, popular appropriation, and the skewering of everyday injustices in the art world.; Shana Moulto; estless Leg Saga; 2012, 7:14 min, color, sound; Ryan Trecarti; tem Falls; 2013, 25:44 min, color, sound; Andrew Lamper; aste Test; 2011, 2:40 min, color, sound; Kalup Linz; onversations wit de Churen IV: Play Wit de Churen; 2005, 15:49 min, color, sound; Leslie Thornto; ahara/Mojave; 2006, 12 min, color, sound; C. Spencer Yeh; Spectacle Theater trailer; TBD;  ; PROGRAM 2: ; Infrastructure Interference, or in the Words of Donna Haraway, “In Short, We Are Cyborgs”; A program of short videos featuring arbiters of digital appropriation and intervention, from proto-Yo; ube to pre-Post-Net Art post-net art, from hacked video games to retooled music videos.; Seth Pric; igital Video Effect: “Editions”; 2006, 12 min, color, sound; Paul Slocu; rt Boom Performance; TBD; Dara Birnbau; op-Pop Video; 1980, 9 min, color, sound; Peggy Ahwes; he Puppet; 2001, 15 min, color, sound; JODIMy Desktop OS X 10.4.7; 2007, 7:53 min, color, sound; Jacob Ciocc; ooty Melt; 2008, 3:05 min, color, sound; Jacob Ciocc; he Peace Tape; 2008, 4 min, color, sound; Kristin Luca; able Xcess; 1996, 4:48 min, color, sound; Cory Arcange; each Boys/Geto Boys; 2004, 4:13 min, color, sound"
